# fingerprint file for http/default_scanner
# RE: 0 (none) 1 (yes/basic) 2 (yes/case insensitive) 3 (multiple entries) 4 (yes/basic/negated)
# server, RE?, Realm, RegExp?, path/file, RE?, title, RE?, body, RE?, Name, Variant Number
^Jetty,1,NA,0,NA,0,Cisco Systems,1,Cisco Cius,2,Cisco CIUS,1
^Jetty,1,,0,/sso/sign-in.jsp,1,Log In,0,Unified Communications Monitor,1,CA Unified Communications Monitor,1
Jetty\(,1,NA,0,NA,0,ACE \d+ DM - Login,1,Cisco Systems,1,Cisco ACE Device Manager,1
^Jigsaw\/,1,NA,0,NA,0,NA,0,location\.href\=\x22\/servlet\/controller\?cmd\=start\x22,1,Oce Print Server,1
^km-httpd\/,2,NA,0,NA,0,,0,NA,0,Kyocera MFD,1
^KM_HTTP-Server\/,1,NA,0,NA,0,NA,0,NA,0,Kyocera Copier,1
^KM-MFP-http,1,,0,NA,0,NA,0,startwlm\/Start_Wlm\.htm,1,Kyocera Copier,1
^KM-MFP-http\/,1,NA,0,NA,0,NA,0,\<title\>Kyocera Command Center\<\/title\>,1,Kyocera Copier,1
^KS_HTTP\/,1,NA,0,/index.html,0,Canon,1,Canon Inc,1,Canon MFD,1
^lighttpd\/,1,NA,0,nocookies.html,1,,0,NA,0,UBNT AirOS WAP,1
^lighttpd\/,1,,0,MainApp.html,1,Brocade,1,NA,0,Brocade Mobility WAP,1
^lighttpd\/,1,,0,MainApp.html,1,Loading Application,1,NA,0,Brocade Mobility WAP,1
^lighttpd,1,NA,0,NA,0,^Shared Storage Manager,1,NA,0,Western Digital Shared Storage,1
^lighttpd,1,NA,0,NA,0,Polycom,1,NA,0,Polycom VTC,2
^lighttpd,1,Cisco Digital Media Player,0,NA,0,401 - Unauthorized,0,NA,0,Cisco Digital Media Player,1
^lighttpd\/,1,NA,0,/wsgi/sessions/new,0,^CISCO Codec,1,NA,0,Cisco IP VTC,1
^lighttpd\/,1,Cisco E20,0,NA,0,401 - Unauthorized,0,NA,0,Cisco IPVC,1
^lighttpd\/,1,NA,0,/liveview,0,Sarix&trade;,0,NA,0,Pelco Sarix,1
^lighttpd\/,1,NA,0,/liveview,0,Endura&trade;,0,NA,0,Pelco Endura,1
^lighttpd\/,1,NA,0,/static/index.html,0,,0,BUFFALO LIBS,1,Buffalo TeraStation,1
^lighttpd\/,1,NA,0,NA,0,QUANTUM - Scalar,1,NA,0,Quantum Scalar Tape Library,1
^lighttpd\/,1,,0,NA,0,LaCie,1,\&nbsp\;Dashboard\<\/title,1,LaCie NAS,1
^lighttpd\/,1,,0,NA,0,,0,ATEN International Co,1,SuperMicro ILOM,1
LPC Http Server\/,1,NA,0,NA,0,konica minolta,2,NA,0,Minolta Copier,2
Mbedthis-Appweb,1,NA,0,/login.html,0,Integrated Dell Remote Access Controller,1,NA,0,Dell Remote Access Controller,3
^Mbedthis-Appweb\/,1,NA,0,/start.html,0,,0,\/sclogin.html,1,Dell Remote Access Controller,3
^Micro-HTTP\/,1,NA,0,NA,0,NA,0,Copyright Tektronix,1,Tektronix Printer,1
microHttpd\/,1,NA,0,NA,0,iPocket232,1,NA,0,Precidia iPocket232,1
microHttpd\/,1,NA,0,NA,0,Ether232Plus,1,NA,0,Precidia Ether232Plus,1
Microsoft-IIS/5.1,0,NA,0,NA,0,LaCie NAS Administration,1,NA,0,LaCie NAS,1
Microsoft-IIS/5.1,0,NA,0,NA,0,DiBos - Login,1,NA,0,Bosch Dibos CCTV,1
Microsoft-IIS/5.1,0,NA,0,NA,0,WebAgent,0,NA,0,Digiop WebAgent Camera,1
Microsoft-IIS/5.1,0,,0,NA,0,KIP Print,1,images\/kip\.png,1,KIP Print Server,1
Microsoft-IIS/5.1,1,,0,main.asp,1,^PrintNET,1,images\/kiplogo\.png,1,KIP Print Server,1
Microsoft-IIS/5.1,0,NA,0,NA,0,Under\sConstruction,2,NA,0,Microsoft IIS Web Server (Default IIS web page),1
Microsoft-IIS/5.1,0,NA,0,NA,0,You are not authorized to view this page,1,NA,0,Microsoft IIS Web Server (Access Restricted),1
Microsoft-IIS/5.1,0,Neogitate\x2c NTLM\x2c Basic realm,0,NA,0,Error,0,NA,0,Microsoft IIS Web Server (Password Required),1
Microsoft-IIS/5.1,0,NA,0,NA,0,Directory Listing Denied,0,NA,0,Microsoft IIS Web Server (No Index/Directory Listing Denied),1
# below must remain last 5/.1
Microsoft-IIS/5.1,0,NA,0,NA,0,NA,0,NA,0,Microsoft IIS Web Server,1
Microsoft-IIS/6.0,0,NA,0,NA,0,VBrick Systems,1,NA,0,VBrick Web TV,1
Microsoft-IIS/6.0,0,,0,Robo/BIN/Robo.dll,1,RoboHelp Enterprise,0,NA,0,Adobe RoboHelp,1
Microsoft-IIS/6.0,0,,0,/SingleSignOn/UpgradeBrowser.aspx,1,Upgrade Browser,1,NetQoS\x2c Inc,1,NetQoS,1
Microsoft-IIS,1,NA,0,NA,0,WebDVR,1,NA,0,Pelco WebDVR,2
Microsoft-IIS,1,NA,0,NA,0,DiBos - Loginm,1,NA,0,Bosch Dibos CCTV,1
Microsoft-IIS,1,NA,0,NA,0,PaperVision - Login,0,NA,0,DigiTech Papervision,1
Microsoft-IIS,1,NA,0,NA,0, Orion Network Performance Monitor,0,NA,0,Solarwinds Orion Network Monitor,1
Microsoft-IIS,1,NA,0,NA,0,  AtHoc\x2c Inc. :: Management System Login,0,NA,0,AtHoc IWSAlerts Management System,1
Microsoft-IIS,1,NA,0,NA,0,You are not authorized to view this page,1,NA,0,Microsoft IIS Web Server (Access Restricted),1
Microsoft-IIS,1,NA,0,NA,0,Directory Listing Denied,0,NA,0,Microsoft IIS Web Server (No Index/Directory Listing Denied),1
Microsoft-IIS,1,NA,0,NA,0,Under\sConstruction,2,NA,0,Microsoft IIS Web Server (Default IIS web page),1
Microsoft-IIS,1,NA,0,NA,0,IIS7,0,NA,0,Microsoft IIS Web Server (Default IIS7 web page),1
Microsoft-IIS,1,NA,0,NA,0,Index of,2,NA,0,Microsoft IIS Web Server (No Index),1
Microsoft-IIS,1,NA,0,NA,0,,0,Bad Request \(Invalid Hostname\),1,Microsoft IIS Web Server (Invalid Hostname),1
Microsoft-IIS,1,NA,0,NA,0,You are not authorized to view this page,0,NA,0,Microsoft IIS Web Server (Access Denied),1
Microsoft-IIS,1,NA,0,NA,0,NA,0,NA,0,Microsoft IIS Web Server,1
\d+\.\d+_Pub,1,NA,0,NA,0,NA,0,NA,0,Microsoft IIS Web Server,1
Microsoft-WinCE\/,1,NA,0,NA,0,Projector LAN Control,1,NA,0,NEC Webcam,1
Micro-Web,0,NA,0,NA,0,NA,0,NA,0,Overland Storage TLC,1
micro_httpd,1,BUFFALO,1,NA,0,NA,0,NA,0,Buffalo WAP,1
Micro-Web,0,NA,0,NA,0,NA,0,NA,0,Win VOIP System,1
^mini_httpd,1,NA,0,NA,0,,0,NA,0,QLogic SANSurfer,1
^mini_httpd\/,1,,0,noscript.html,1,WebManager,0,WebManager requires JavaScript and cookies,1,Perle Media Converter,1
Mrvl-R1_0,0,NA,0,/SSI/index.htm,0,HP LaserJet,1,\/SSI\/Auth\/,1,HP Printer,2
^MSIWB,1,NobleGUI,1,NA,0,NA,0,NA,0,Sun T3 Storage,1
MoxaHttp,1,NA,0,NA,0,NPort Web Console,1,NA,0,Moxa Switch,1
^MoxaHttp\/,1,NA,0,NA,0,NA,0,\<\!\-\-var Words =\x22%3CHTML%3E,1,Moxa NPort 5100,1
NetApp\/\d+,1,NA,0,NA,0,403 Forbidden,0,NA,0,NetApp NetCache,1
NetApp\/\d+,1,NA,0,NA,0,NA,0,a href=\/na_admin\/\>\/na_admin\/,1,NetApp NAS,1
NetApp\/\/\d+,1,NA,0,NA,0,403 Forbidden,0,NA,0,NetApp NetCache,1
NetApp\/\/\d+,1,NA,0,NA,0,NA,0,a href=\/na_admin\/\>\/na_admin\/,1,NetApp NAS,1
NetApp\/\/,1,NA,0,NA,0,Index of /,0,NA,0,NetApp NAS,1
NetEVI\/,1,NA,0,NA,0,NA,0,NA,0,Sony Webcam,1
netport\ssoftware\s,2,NA,0,NA,0,VSX\s\d+\w,1,NA,0,Polycom VTC,2
netport\ssoftware\s,2,NA,0,NA,0,,0,NA,0,Polycom VTC,2
netport\ssoftware\s,2,NA,0,NA,0,\s-\sPolycom\s\'\+,1,NA,0,Polycom VTC,5
netport\ssoftware\s,2,NA,0,NA,0,'\+sysName\+'\s\-\s\'\+titleModel,1,NA,0,Polycom VTC,2
NetPort Software,1,,0,NA,0,On Board Remote Management,0,bust_stat\.html,1,Dell PowerVault,3
NetPort Software,1,NA,0,NA,0,On Board Remote Management,0,NA,0,Quantum Superloader,1
^Netscape-Enterprise\/,1,NA,0,NA,0,NA,0,NA,0,Netscape Enterprise Web Server,1
NetworkScanner WebServer,1,NA,0,NA,0,NA,0,NA,0,Kyocera Network Scanner,1
Oce Express WebTools,0,NA,0,/home.jsp,0,- Jobs -,1,NA,0,Oce Printer,1
^Oracle-Application-Server-\S+,1,NA,0,NA,0,NA,0,href=\x22\/demo\/\x22,1,Oracle Application Server (with demos),1
^Oracle-Application-Server-\S+,1,NA,0,NA,0,NA,0,NA,0,Oracle Application Server,1
^Oracle-ILOM-Web-Server\/,1,,0,NA,0,Integrated Lights Out Manager,0,NA,0,Oracle ILOM,1
Oracle XML DB,1,XDB,0,NA,0,NA,0,NA,0,Oracle XDB,1
oracle\sdatabase,2,NA,0,NA,0,NA,0,NA,0,Oracle Web Application,1
OwnServer,1,NA,0,NA,0,NA,0,location.replace\(\x22\/mlogin16\.html\),1,ControlLogics DVR,1
PelcoNet,1,NA,0,NA,0,NA,0,NA,0,Pelco CCTV,1
Polycom SoundPoint IP Telephone HTTPd,0,,0,NA,0,Polycom,1,Polycom Web Configuration Utility,1,Polycom IP Phone,1
PEWG\/,1,NA,0,NA,0,^Print Exec,1,NA,0,Oce Print Server,2
PRINT_SERVER WEB ,1,NA,0,NA,0,NETGEAR Print Server,2,NA,0,Netgear Print Server,1
PRINT_SERVER WEB ,1,NA,0,NA,0,Configure Server,2,src=\x22linksys.gif\x22,1,Netgear Print Server,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,^\w\w\-\w{1\x2c2}\d{1\x2c3},1,NA,0,Sharp Printer,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,INDEX PAGE,1,NA,0,Sharp Printer,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,\w\w\d\d\d\d,1,NA,0,Imagistics Copier,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,401 Not Authorized,1,NA,0,Imagistics Copier,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,\s-\s\w\w\-\d\d\d\d\w,1,NA,0,Sharp Printer,2
\$ProjectRevision\: \d+,1,web management,4,NA,0,TOP PAGE,1,NA,0,Sharp Printer,3
\$ProjectRevision\: \d+,1,web management,4,NA,0,DigitalSender,1,NA,0,HP Scanner,1
\$ProjectRevision\: \d+,1,web management,4,NA,0,NA,0,NA,0,HP Printer,2
Quantum Corporation,1,,0,NA,0,SNAP,1,There are no language resources available,1,Quantum SNAP NAS,1
RAC_ONE_HTTP,1,NA,0,NA,0,Remote Access Controller,1,NA,0,Dell Remote Access Controller,1
RAID HTTPServer\/,1,NA,0,NA,0,,0,content=\x22ricky:passwd\x22,1,Infortrend RAID,1
Rapid\s*Logic\/,1,,0,NA,0,VBrick Integrated Web Server \(IWS\),1,Rapid Logic\x2c Inc,1,VBrick IWS VTC,1
RapidLogic,1,NA,0,NA,0,Fabric View,0,NA,0,FabricOS Switch Explorer,1
RapidLogic\/,1,NA,0,/,0,Spectrum24 Access Point,0,Wireless AP,1,Symbol WAP,1
Rapid\s*Logic\/,1,NA,0,NA,0,switch\s*explorer,2,NA,0,FabricOS Switch Explorer,1
Rapid\s*Logic\/,1,NA,0,NA,0,NA,0,\/switchExplorer.html,1,FabricOS Switch Explorer,1
Rapid\s*Logic\/,1,NA,0,NA,0,Fabric View,0,NA,0,FabricOS Switch Explorer,1
Rapid\s*Logic\/,1,NA,0,NA,0,HP DesignJet,1,NA,0,HP DesignJet Printer,1
Rapid\s*Logic\/,1,NA,0,NA,0,designjet,1,NA,0,HP DesignJet Printer,1
Rapid\s*Logic\/,1,NA,0,NA,0,HP Business Inkjet,2,NA,0,HP Printer,1
Rapid\s*Logic\/,1,NA,0,NA,0,HP Officejet,1,NA,0,HP Printer,1
Rapid\s*Logic\/,1,NA,0,/main.html,0,^\w\w-\S+,1,sharp-world.com,1,Sharp Printer,1
Rapid\s*Logic\/,1,NA,0,NA,0,^\w\w-\S+,1,logo.html,1,Sharp Printer,1
Rapid\s*Logic\/,1,NA,0,/main.html,0,Top Page - \w\w-\S+,1,login.html\?\x22 \+ location.pathname,1,Sharp Printer,1
Rapid\s*Logic\/,1,NA,0,NA,0,SEOSANGroup,1,by Dell\x2c Inc,1,Dell NAS,1
Rapid\s*Logic\/,1,NA,0,NA,0,\w\w\d\d\d\d,1,link_user\.html,1,Imagistics Copier,1
Rapid\s*Logic\/,1,,0,NA,0,EqualLogic PS Series Group Manager,1,trade secrets of Dell,1,Dell EqualLogic SAN,1
^RMC Webserver\s,1,NA,0,NA,0,NA,0,NA,0,Dell Remote Access Controller,1
Rocket \d\.\d\.\d\sPython\/\d\.\d\.\d,1,,0,/welcome/default/index,0,Welcome,0,web2py,1,Web2Py Web Application,1
Rockpile Web Server,1,NA,0,NA,0,Device Information,1,NA,0,Cisco IP Phone,1
Rockpile Web Server,0,NA,0,/localmenus.cgi?func=604,0,Settings,0,NA,0,Cisco IP Phone,1
RTXCweb Software,1,index.htm,1,NA,0,,0,NA,0,Multitech VOIP Gateway,1
RTXCweb Software,1,NA,0,NA,0,title_string,1,NA,0,Multitech VOIP Phone,1
Schneider-WEB\/,1,NA,0,NA,0,NA,0,NA,0,Schneider Automation Web Server,2
SHTTPD Ver 1.2,0,NA,0,NA,0,TrippLite,0,NA,0,Tripp Lite,1
^Slinger,1,NA,0,NA,0,NA,0,NA,0,Panasonic WebDVR,1
Snap\sAppliances?\x2c\sInc\.,1,NA,0,NA,0,NA,0,NA,0,SNAP Storage,1
sonicwall,2,NA,0,NA,0,sonicwall\s\-\sauthentication,2,NA,0,SonicWall Firewall,1
spyglass[\s|\_]microserver,2,NA,0,NA,0,NA,0,copyright\s\S+\s\d+\sxerox\s,2,Xerox WorkCentre MFD,1
spyglass[\s|\_]microserver,2,NA,0,NA,0,NA,0,copyright\S+\sxerox\scorporation\s\d{4\x2c},2,Xerox WorkCentre MFD,1
spyglass[\s|\_]microserver,2,NA,0,NA,0,CentreWare Internet Services Printer Management Software ,0,NA,0,Xerox WorkCentre MFD,1
spyglass[\s|\_]microserver,2,NA,0,NA,0,PhaserLink\sPrinter\sManagement,1,NA,0,Tetronix Printer,1
StorageTek-HTTPD,1,NA,0,NA,0,Web Admin,0,sedona.jnlp,1,Sun StorageTek Tape Library,1
Sun-ILOM-Web-Server,1,NA,0,NA,0,NA,0,NA,0,Sun ILOM,1
Sunny WebBox,0,NA,0,NA,0,Sunny WebBox,0,NA,0,SMA Sunny Web Box,1
Synaccess,1,NA,0,NA,0,NA,0,NA,0,Synaccess Remote Power Management,1
TargetWeb\/,1,NA,0,NA,0,Access Control Device,0,NA,0,Lenel Access Control,1
The Knopflerfish HTTP Server,0,NA,0,NA,0,404 Not Found,0,NA,0,Ricoh Aficio,1
thttpd,2,NetBotz Appliance,0,NA,0,,0,NA,0,APC NetBotz Environmental Monitoring,1
thttpd\/,1,APC Appliance,1,NA,0,NA,0,NA,0,APC UPS,1
thttpd,2,^air,2,NA,0,NA,0,NA,0,Cisco WAP,1
thttpd,2,NA,0,NA,0,Cisco Nexus,1,NA,0,Cisco Network Device - Nexus,1
thttpd,2,NA,0,NA,0,Cisco MDS,1,NA,0,Cisco Network Device - Cisco Device Manager,1
thttpd,2,NA,0,NA,0,PTZ Internet Camera,1,NA,0,Cisco Camera,1
^tivo-httpd-,1,NA,0,/index.html,0,Congratulations,1,NA,0,TiVo DVR,1
^TLP 710TV\/,1,,0,NA,0,\x22 \+ xModel \+ \x22 Default Web Page,1,nortxe_header.html,1,Extron TLP 710TV,1
Tomcat Web Server\/,1,NA,0,/Web/Common/HomePage.do,0,Log In - Cisco Unity Express,0,NA,0,Cisco Unity Express,1
TOSHIBA,1,NA,0,TopAccess,1,NA,0,NA,0,Toshiba TopAccess MFD,1
TP-LINK Router,0,TP-LINK Wireless,1,NA,0,Login Incorrect,0,NA,0,TP-Link WAP,1
^Twisted,1,NA,0,NA,0,Sign in -- Sage,0,NA,0,Sage Worksheet,1
^Ubicom\/,1,NA,0,NA,0,^Microtek,1,NA,0,MicroTek Ethernet,1
Undefined,0,NA,0,/core/orionSplashScreen.do,0,ePolicy Orchestrator,1,NA,0,McAfee ePolicy Orchestrator,0
(unknown),0,NA,0,NA,0,DELL - \S+ Login,1,NA,0,Dell PowerVault Tape Library,1
(unknown),0,NA,0,NA,0,ADIC - Scalar,1,NA,0,ADIC Scalar NAS,1
Unknown,0,NA,0,NA,0,Login Banner,0,NA,0,McData SanPilot,1
UPS_Server\/,1,NA,0,NA,0,UPS Properties,1,NA,0,MGE UPS,1
UPS_Server\/,1,NA,0,/./next.htm,0,ConnectUPS,1,NA,0,Powerware Connect UPS,1
Viavideo-Web,0,NA,0,NA,0,\x22 + mfr + \x22 \x22 + sysname + \x22 \x22 + ip + \x22,0,NA,0,Polycom VTC,2
Viavideo-Web,0,NA,0,NA,0,Web Interface,1,NA,0,Polycom VTC,2
VCS-VideoJet-Webserver,0,NA,0,NA,0,^PelcoNet,1,NA,0,Pelco WebDVR,1
VCS-VideoJet-Webserver,0,NA,0,NA,0,browser_capture,0,NA,0,Bosch WebDVR,1
VCS-VideoJet-Webserver,0,NA,0,NA,0,,0,mainFrame.frm_content.contentbox2.Audio,1,Bosch WebDVR,1
VCS-VideoJet-Webserver,0,NA,0,NA,0,,0,check if Gen4 is in bootloader mode,1,Bosch WebDVR,1
VCS-VIP-10-\w-Webserver,1,NA,0,NA,0,VCS AG VIP,1,NA,0,Bosch Video Control System,1
Virata-EmWeb\/,1,NA,0,NA,0,dj\d\d\d\d,1,NA,0,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,LaserJet (\w+\d\d\d\d|\d\d\d\d),1,NA,0,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,LaserJet ,1,NA,0,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,Device Info,1,NA,0,HP Printer,2
Virata-EmWeb\/,1,NA,0,/device/this.LCDispatcher,0,NA,0,NA,0,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,frame src\=\x22\x22 name\=\x22PhoneHome\x22 noresize\=\x22noresize\x22,1,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,frame src\=\x22\/index_top.htm\x22 name\=\x22Banner\x22 noresize\=\x22noresize\x22,1,HP Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,summary\=\x22This table is used to display the Jetdirect identification banner\.\x22,1,HP DesignJet Printer,2
Virata-EmWeb\/,1,NA,0,NA,0,^HP Officejet,1,NA,0,HP Officejet,1
Virata-EmWeb\/,1,NA,0,NA,0,,0,frame src\=\x22info_page\.htm\x22 name\=\x22Main\x22\x00frame src\=\x22info_tab.htm\x22 name\=\x22Tabs\x22,3,HP Photosmart Printer,1
Virata-EmWeb\/,1,NA,0,NA,0,,0,HP Photosmart,1,HP Photosmart Printer,1
Virata-EmWeb\/,1,NA,0,NA,0,HP Photosmart,1,HP Photosmart,1,HP Photosmart Printer,1
Virata-EmWeb\/,1,level 15 access,0,/flash/home.html,0,NA,0,NA,0,Cisco Network Device,1
Viavideo-Web,1,NA,0,NA,0,Web Interface,1,NA,0,Polycom VTC,3
Viavideo-Web,1,NA,0,NA,0,videoconferencing system,1,NA,0,Polycom VTC,3
Viavideo-Web,1,NA,0,NA,0,NA,0,NA,0,Polycom VTC,3
Webs,0,,0,/en/login.asp,0,Login Page:,0,images/login_wlan\.jpg,1,TriVision Wireless Video Streamer,1
^Web-Server\/,1,NA,0,NA,0,NA,0,NA,0,Ricoh Copier,1
^Web Server\/,1,NA,0,NA,0,NA,0,a href\=\x22StsUsr\.htm\x22 target\=\x22_self\x22\>\<img src\=\x22User0\.JPG\x22,1,D-Link Print Server,1
Web Server,0,NA,0,NA,0,Cisco Systems\x2c Inc. VPN,1,NA,0,Cisco VPN Concentrator,1	
^Web Server\/,1,,0,NA,0,TRENDNET,1,descript\.gif,1,TRENDNET Print Server,1
^web\s*server,2,NA,0,NA,0,netgear\ssystem\slogin,2,NA,0,NetGear Switch,1
^web\s*server,2,NA,0,NA,0,xerox\s,2,NA,0,Xerox WorkCentre MFD,1
^web\s*server,2,NA,0,NA,0,Web Image Monitor,0,NA,0,Ricoh Copier,1
Webserver (Windows),0,NA,0,NA,0,American Dynamics: Video Management Solutions,0,NA,0,American Dynamics Video,2
Xerox[\s|\_],2,NA,0,NA,0,NA,0,NA,0,Xerox WorkCentre MFD,1
xes\swindweb,2,NA,0,NA,0,webpmt\s,2,NA,0,Xerox WebPMT,1
xes\s\S+\swindweb,2,NA,0,NA,0,webpmt\s,2,NA,0,Xerox WebPMT,1
WindRiver-WebServer\/,1,NA,0,NA,0,HP StorageWorks,1,NA,0,HP StorageWorks Ethernet Controller,1
WindRiver-WebServer\/,1,\S{15\x2c15},1,NA,0,Cisco Systems,1,Network Statistics,1,Cisco IP Phone,1
WindWeb\/,1,NA,0,NA,0,NA,0,Phoenix Contact GmbH,1,Pheonix Contact Switch,1
WindWeb\/,1,NA,0,NA,0,TrueTime,1,NA,0,TrueTime NTP Server,1
WindWeb\/,1,HP,0,NA,0,Links,0,NA,0,HP StorageWorks Ethernet Controller,1
WindWeb\/,1,NA,0,NA,0,cisco\sweb\saccessible\sphone\ssettings,2,NA,0,Cisco IP VTC,1
WindWeb\/,1,,0,NA,0,Enet Module Home Page,0,Module Information,1,Rockwell Serial Adapter,1
WindWeb\/,1,,0,NA,0,,0,\/WEB\/conn\.htm,1,Xerox MFD,1
^Zope,1,NA,0,NA,0,Zenoss Login,0,NA,0,Zope Zenoss Network Monitor,1
ZOT-PS-\d+\/,1,NA,0,NA,0,Index,0,index11.htm,1,IOMega Print Server,1
^\w{2\x2c}-\w{1\x2c2}\d{2\x2c3},1,NA,0,NA,0,NA,0,NA,0,Sharp Printer,4
3Com,1,NA,0,NA,0,NA,0,NA,0,3COM Switch,1
,0,,0,NA,0,Server GUI Console,1,MRV Logo,1,MRV Remote Console,1
,0,,0,NA,0,Start EMC Unisphere,0,\'myWindow\' \+ myDate\.getTime,1,EMC Unisphere,1
,0,,0,NA,0,,0,\'myWindow\' \+ myDate\.getTime,1,EMC Unisphere,1
,0,,0,NA,0,Color Laser Printer,1,Title in case of ENA,1,Dell Laser Printer,1
,0,,0,NA,0,,0,top\.varsFrametop\.document\.location\.href\s\=\s\'main\.cgi\',1,Q-Link Tape Library,1
,0,,0,NA,0,,0,<HTML><FRAMESET frameborder=\x22no\x22><FRAME name=\x22m\x22 src=\x22/login2.htm\x22 frameborder=\x22no\x22 scrolling=\x22no\x22 noresize marginhight=0></FRAMESET></HTML>,1,Planet ICS,1
,0,,0,NA,0,Tumbleweed Validation Authority Server,0,Welcome to the Tumbleweed Validation Authority,1,Tumbleweed,1
,0,NA,0,NA,0,ACURITE Weather Station,0,ACURITE Weather Station,1,ACURITE Weather Station,1
,0,NA,0,NA,0,X-320,0,var ioRUnits,1,ControlByWeb X-320 Remote Sensing,1
,0,,0,NA,0,,0,Cisco Unity Connection,1,Cisco Unity Server,1
,0,,0,NA,0,Cisco TelePresence MCU,1,www\.cisco\.com,1,Cisco TelePresence,1
,0,,0,NA,0,XenServer,1,Citrix Systems,1,Citrix Xen,1
,0,,0,NA,0,Projector LAN Control,0,pjctrl\.cgi\.elf,1,NEC Projector,1
,0,,0,/INDEX.HTM,0,NXU-2 Status,0,JPS Logo,1,JPS Network Extender,1
,0,,0,NA,0,XYTRONIX,1,CBW Web Server,1,XYTRONIX Relay,1
,0,,0,NA,0,Gamatronic GMaCi Power,1,NA,0,GMaCi Power,1
,0,,0,NA,0,GMaCi Power,1,gama\.jpg,1,GMaCi Power,1
,0,NA,0,NA,0,VMware View Portal,0,initPRTests,1,VMware View Portal,1
,0,NA,0,NA,0,VMware View Portal,0,vmware.png,1,VMware View Portal,1
,0,NA,0,/search\?site=default_collection,1,Search Home,0,Google Home,1,Google Search Appliance,1
,0,NA,0,/search\?site=default_collection,1,google,2,Google,2,Google Search Appliance,1
,0,NA,0,/admin/public/index.html,0,Cisco ASDM,1,Cisco Systems,1,Cisco ASDM,1
,0,NA,0,/sanproject/,0,Jump to StorageNavigator2,0,NA,0,Hitachi Storage Manager,1
,0,NA,0,NA,0,Print server homepage,0,copyright_en.html,1,SEH Intercon Print Server,1
,0,NA,0,NA,0,Codian MCU,1,www.codian.com,1,Tandberg Codian VTC,1
,0,NA,0,NA,0,NA,0,home page for the Seadragon Platform NOT,1,Cisco Communications Manager,1
,0,NA,0,/_top.html,0,imageRUNNER,1,Remote UI\<br\>Copyright CANON INC,1,Canon Copier,1
,0,NA,0,/login.php,0,^\d+DS Explorer,1,printHeader7,1,Dell KVM,1
,0,NA,0,NA,0,^DocuCentre,1,Xerox Co\.\x2c Ltd,1,Xerox DocuCentre,1
,0,NA,0,NA,0,Web-Manager \d+,1,web.jar,1,Lantronix Adapter,1
,0,NA,0,NA,0,LTO AutoLoader,1,Click here for web pages in English,1,LTO AutoLoader,1
,0,NA,0,/login.php,0,MPU\d+DAC Explorer,1,NA,0,Avocent DAC Explorer,1
,0,NA,0,NA,0,Roland-Ethernet Interface,1,Print Server,1,Roland DG Print Server,1
,0,NA,0,NA,0,\w\w-M\w\d+,1,EWP_Alert,1,Panasonic Copier,1
,0,NA,0,NA,0,Snap Server Recovery,0,www.snapappliance.com,1,SNAP Storage,1
,0,NA,0,NA,0,,0,FRAME name=\x22start\x22 src=\x22index.egi\x22,1,KTINet Switch,1
,0,NA,0,/index.html,0,NXU-\S\S Configuration Utility: Information,1,NA,0,Raytheon Network Extender,1
,0,NA,0,NA,0,,0,Bad Request \(Invalid Hostname\),1,Unknown Web Server (Invalid Hostname),1
,0,,0,/Main.html,0,XPanel:XPANEL,1,Crestron  Electronics,1,Creston E-Control,1
,0,NA,0,NA,0,RouterOS router configuration page,0,NA,0,MikroTik Router,1
,0,NA,0,NA,0,Point Manager,0,Point Six\x2c Inc,1,Point Six Receiver,1
,0,NA,0,NA,0,Lantronix Web Manager,1,NA,0,Lantronix Adapter,1
,0,NA,0,NA,0,3Com Wireless LAN,1,NA,0,3COM WAP,1
,0,NA,0,/RpError/SslRequired,0,APC,1,NA,0,APC UPS,2
,0,NA,0,/,0,Under\sConstruction,2,The site you are trying to view does not currently have a default page,1,Microsoft IIS Web Server (Default IIS web page),1
,0,NA,0,NA,0,Cisco Systems Login,0,NA,0,Cisco WAP,1
,0,NA,0,/Device_Information.htm,0,Cisco Systems,1,Cisco ATA,1,Cisco ATA,1
,0,NA,0,NA,0,,0,Cisco Unified Communications Manager,1,Cisco Communications Manager,1
,0,NA,0,NA,0,Error 401,0,\<P\>\<H2\>HTTP Error 401\<\/H2\>\<P\>\<STRONG\>,1,Tandberg VTC,1
,0,NA,0,NA,0,TANDBERG,0,TANDBERG is a leading global provider,1,Tandberg VTC,1
,0,NA,0,NA,0,NetGear (GS\S+),1,NA,0,NetGear Switch,2
,0,NA,0,NA,0, administration,0,HauteSpot HauteRouterOS,1,MikroTik HauteSpot WAP,1
,0,NA,0,NA,0,Hewlett Packard,0,NA,0,HP Printer,1
