# fingerprint file for http/default_scanner
# RE: 0 (none) 1 (yes/basic) 2 (yes/case insensitive) 3 (multiple entries) 4 (yes/basic/negated)
# server, RE?, Realm, RegExp?, path/file, RE?, title, RE?, body, RE?, Name
VCS-VideoJet-Webserver,0,NA,0,NA,0,browser_capture,0,NA,0,Bosch WebDVR
Virata-EmWeb\/,1,NA,0,NA,0,dj\d\d\d\d,1,NA,0,HP Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,LaserJet (\w+\d\d\d\d|\d\d\d\d),1,NA,0,HP Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,Device Info,1,NA,0,HP Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,frame src\=\x22\x22 name\=\x22PhoneHome\x22 noresize\=\x22noresize\x22,1,HP Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,frame src\=\x22\/index_top.htm\x22 name\=\x22Banner\x22 noresize\=\x22noresize\x22,1,HP Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,NA,0,summary\=\x22This table is used to display the Jetdirect identification banner\.\x22,1,HP DesignJet Printer 2
Virata-EmWeb\/,1,NA,0,NA,0,^HP Officejet,1,NA,0,HP Officejet
Virata-EmWeb\/,1,NA,0,NA,0,,0,frame src\=\x22info_page\.htm\x22 name\=\x22Main\x22\x00frame src\=\x22info_tab.htm\x22 name\=\x22Tabs\x22,3,HP Photosmart Printer
Viavideo-Web,1,NA,0,NA,0,Web Interface,1,NA,0,Polycom VTC 3
Viavideo-Web,1,NA,0,NA,0,videoconferencing system,1,NA,0,Polycom VTC 3
Viavideo-Web,1,NA,0,NA,0,NA,0,NA,0,Polycom VTC 3
Web-Server/3.0,0,NA,0,NA,0,NA,0,NA,0,Ricoh Copier
web\-server\/,2,NA,0,NA,0,NA,0,NA,0,Ricoh Copier 1
Web Server,0,NA,0,NA,0,Cisco Systems\x2c Inc. VPN,1,NA,0,Cisco VPN Concentrator	
web\s\x2aserver,2,NA,0,NA,0,netgear\ssystem\slogin,2,NA,0,Netgear Switch
web\s\x2aserver,2,NA,0,NA,0,xerox\s,2,NA,0,Xerox WorkCentre MFD 1
web\s\x2aserver,2,NA,0,NA,0,Web Image Monitor,0,NA,0,Ricoh Copier
web\s\x2aserver,2,NA,0,NA,0,,0,NA,0,Ricoh Copier
Xerox[\s|\_],2,NA,0,NA,0,NA,0,NA,0,Xerox WorkCentre MFD 1
xes\swindweb,2,NA,0,NA,0,webpmt\s,2,NA,0,Xerox WebPMT
xes\s\S+\swindweb,2,NA,0,NA,0,webpmt\s,2,NA,0,Xerox WebPMT
WindWeb\/,1,NA,0,NA,0,NA,0,Phoenix Contact GmbH,1,Pheonix Contact Switch
WindWeb\/,1,NA,0,NA,0,TrueTime,1,NA,0,TrueTime NTP Server
WindWeb\/,1,HP,0,NA,0,Links,0,NA,0,HP StorageWorks Ethernet Controller
WindWeb\/,1,NA,0,NA,0,cisco\sweb\saccessible\sphone\ssettings,2,NA,0,Cisco IP Teleconfrencing
^Zope,1,NA,0,NA,0,Zenoss Login,0,NA,0,Zope Zenoss Network Monitor
ZOT-PS-\d+\/,1,NA,0,NA,0,Index,0,index11.htm,1,IOMega Print Server
\w{2\x2c}-\w{1\x2c2}\d{2\x2c3},1,NA,0,NA,0,NA,0,NA,0,Sharp Printer 4
3Com,1,NA,0,NA,0,NA,0,NA,0,3COM Switch
,0,NA,0,NA,0,Cisco Systems Login,0,NA,0,Cisco WAP
,0,NA,0,NA,0,Error 401,0,\<P\>\<H2\>HTTP Error 401\<\/H2\>\<P\>\<STRONG\>,1,Tandberg VTC
,0,NA,0,NA,0,NetGear (GS\S+),1,NA,0,NetGear Switch 2
,0,NA,0,NA,0, administration,0,HauteSpot HauteRouterOS,1,HauteSpot WAP
,0,NA,0,NA,0,Hewlett Packard,0,NA,0,HP Printer 1
,0,NA,0,NA,0,dell\slaser\sprinter\s,2,NA,0,Dell Laser Printer
,0,NA,0,NA,0,AXIS\sStorPoint\sCD\s\S+\s\-,1,NA,0,AXIS StorPoint CD NAS
,0,NA,0,NA,0,^Lexmark,1,NA,0,Lexmark Copier
,0,NA,0,NA,0,9500 Series,1,NA,0,Lexmark 9500 Series Copier
,0,NA,0,NA,0,xerox\s,2,NA,0,Xerox WorkCentre MFD 1
,0,NA,0,NA,0,workcentre\s,2,NA,0,Xerox WorkCentre MFD 1
,0,NA,0,NA,0,^ExtendNet\s,1,NA,0,Extendnet Print Server
,0,NA,0,NA,0,AXIS\s(\d|\w)+\s\-\sScan Document,1,NA,0,AXIS Communications Print Server
,0,NA,0,NA,0,axis\s\d+\scamera\sserver,2,NA,0,AXIS Webcam
,0,NA,0,NA,0,NA,0,the axis\s\S+\shome\spage,2,AXIS Webcam
,0,NA,0,NA,0,magicolor\s\d{1\x2c4},1,NA,0,Minolta Copier 2
,0,NA,0,NA,0,^WD ShareSpace,1,NA,0,Western Digital ShareSpace NAS
,0,NA,0,NA,0,LaCie NAS Administration,1,NA,0,LaCie NAS 2
,0,NA,0,NA,0,minolta\s,2,NA,0,Konica Minolta Copier
,0,NA,0,NA,0,DYMO LabelWriter Print Server,1,NA,0,DYMO LabelWriter Print Server
,0,NA,0,NA,0,NA,0,QUCM Configuration,1,Unknown QUCM
,0,NA,0,NA,0,HP Integrated Lights-Out,0,Hewlett-Packard Development Company,1,HP ILOM
,0,NA,0,NA,0,Lantronix WEB-Manager,1,NA,0,Lantronix Switch 3
,0,NA,0,NA,0,Schneider Automation Web Server,1,NA,0,Schneider Automation Web Server 1
,0,NA,0,NA,0,N A V I S P H E R E,1,NA,0,EMC NAVISPHERE
,0,NA,0,NA,0,Navisphere \d+,1,NA,0,EMC NAVISPHERE
,0,NA,0,NA,0,Divar Web Client,0,NA,0,Bosch Divar CCTV
,0,NA,0,NA,0,Promise WebPAM PROe,1,islavista\/sw\/php\/promise,1,Promise WebPAM PROe
,0,NA,0,NA,0,APC \| Log On,1,NA,0,APC UPS 2
,0,NA,0,NA,0,Cisco,1,\>Cisco\sIP\sPhone,1,Cisco IP Phone
,0,NA,0,NA,0,AVTECH Software.+TemPageR,1,NA,0,AVTECH TemPageR
,0,NA,0,NA,0,ID_EE\x2aSX_Welcome,1,NA,0,VMWare ESX
,0,NA,0,NA,0,ID_EESX_Welcome,1,NA,0,VMWare ESX
,0,NA,0,NA,0,Welcome to VMware ESX,1,NA,0,VMWare ESX
,0,NA,0,NA,0,Welcome to VMware VirtualCenter,1,NA,0,VMWare VirtualCenter
,0,NA,0,NA,0,\+ ID_Converter_Welcome \+,1,NA,0,VMWare vCenter Converter
,0,level 15 access,0,NA,0,NA,0,NA,0,Cisco Network Device
,0,NA,0,NA,0,Index,0,Serial settings \(baud rate,1,Lantronix UDS
,0,NA,0,NA,0,^EPSON Net,1,NA,0,EpsonNet Printer 2
,0,NA,0,NA,0,Home Page,0,\<frame name\=\x22logo\x22 src\=\x22logo\.htm\x22 scrolling\=\x22no\x22 marginwidth\=\x220\x22 marginheight\=\x220\x22\s+noresize\s+target\=\x22main\x22\>,1,Emerson Network Power 2
,0,NA,0,NA,0,\+ ID_VC_Welcome \+,1,NA,0,VMWare vSphere
,0,NA,0,NA,0,HP Integrated Lights-Out Login,0,NA,0,HP ILOM
,0,NA,0,NA,0,^ITC Temperature Probe,1,NA,0,Sensatronics Environment Monitor
,0,NA,0,NA,0,^IT Temperature Monitor,1,NA,0,Sensatronics Environment Monitor
,0,NA,0,NA,0,3eTI AirGuard,1,NA,0,3eTI AirGuard WAP
,0,NA,0,NA,0,SyncThru Web Service,0,NA,0,Samsung SyncThru Web Service
,0,NA,0,NA,0,^Tandberg Data,1,NA,0,Tandberg Data SAN
,0,NA,0,NA,0,Login Delay,1,Hewlett-Packard Development Company,1,HP ILOM
,0,NA,0,NA,0,Powered by Google Search Appliance,1,NA,0,Google Search Appliance
,0,NA,0,NA,0,Welcome to the Google Mini,1,NA,0,Google Search Appliance Admin Interface
,0,NA,0,NA,0,Print Services Status Page,0,NA,0,Xerox Printer
,0,NA,0,NA,0,^Seagate NAS,1,NA,0,Seagate NAS
,0,NA,0,NA,0,Oracle Applications Rapid Install,0,NA,0,Oracle Applications Rapid Install
,0,NA,0,NA,0,,0,BR\d+\w,1,Cisco Network Bridge
,0,NA,0,/wcd/js_error.xml,0,,0,NA,0,Konica Minolta Bizhub
,0,NA,0,NA,0,,0,location=\'login.ssi\',1,Sun StorageTek Tape Library
,0,NA,0,NA,0,,0,<FRAME SRC\=\x223uysyst\.htm\x22 NAME\=\x22topall\x22,1,Konica Minolta Copier
,0,NA,0,NA,0,,0,Hewlett-Packard Development Company,1,HP ILOM
,0,NA,0,NA,0,,0,This is the index html file for BDT RMU,1,Dell PowerVault Tape Library 2
,0,NA,0,NA,0,,0,\>Cisco\sATA\s\d+\s\(SCCP\)\<\/font\>,1,Cisco ATA
,0,NA,0,NA,0,,0,\>Cisco\sIP\sPhone,1,Cisco IP Phone
,0,NA,0,NA,0,,0,<!DOCTYPE HTML PUBLIC \x22-//W3C//DTD HTML 4.0 Transitional//EN\x22><html>  <head>    <meta http-equiv=\x22Content-Type\x22 content=\x22text/html; charset=ISO-8859-1\x22>    <script language=\x22javascript\x22 src=\x22html/config.js\x22 type=\x22text/javascript\x22></script>    <script language=\x22javascript\x22 src=\x22html/lib/js/tools.js\x22 type=\x22text/javascript\x22></script>    <script language=\x22javascript\x22 src=\x22html/lib/js/index.js\x22 type=\x22text/javascript\x22></script>  </head>  <script language=\x22javascript\x22 type=\x22text/javascript\x22>    <!--//    indexLanguage(\x22html/english/\x22);    //-->    </script></html>,0,Schneider Automation Web Server 2
,0,NA,0,NA,0,,0,<html><head><meta http-equiv=\x22Content-Type\x22 content=\x22text/html; charset=windows-1252\x22><meta http-equiv=\x22Content-Script-Type\x22 content=\x22text/javascript\x22><script language=\x22javascript\x22><!--function redirect() {	try {		var address = \x22https://\x22 + window.location.hostname + \x22/rrc.htm\x22;		window.location.assign(address);	}	catch(Exception) {	}}//--></script></head><body onload=\x22redirect()\x22> </body></html>,0,Raritan Remote Console
,0,NA,0,NA,0,,0,NAME\=\x22side\x22 SRC\=\x22MENU\.htm\x22\>\<FRAME NAME\=\x22middle\x22 SRC\=\x22HOME\.htm\x22,1,Extendnet Print Server
,0,NA,0,NA,0,,0,http\:\/\/www\.troygroup\.com\/wireless\/support,1,Troy Wireless ExtendNet Print Server
